PLAYER_NAME,DEF Handoff PPP,DEF Handoff FREQ,DEF Isolation PPP,DEF Isolation FREQ,DEF OffScreen PPP,DEF OffScreen FREQ,DEF Postup PPP,DEF Postup FREQ,DEF PRBallHandler PPP,DEF PRBallHandler FREQ,DEF PRRollman PPP,DEF PRRollman FREQ,DEF Spotup PPP,DEF Spotup FREQ,FREQ 3 Pointers,PLUSMINUS 3 Pointers,FREQ Less Than 6Ft,PLUSMINUS Less Than 6Ft,FREQ Less Than 10Ft,PLUSMINUS Less Than 10Ft,PCT_LOOSE_BALLS_RECOVERED_DEF,REB_CONTEST_PCT,AVG_REB_DIST,DIST_MILES_DEF,AVG_SPEED_DEF,DEFLECTIONS Per36,Cluster,Archetype
Tre Jones,0.655,0.066,1.154,0.059,1.043,0.053,0.864,0.05,0.875,0.42,1.214,0.032,1.101,0.295,0.365,-0.005,0.38,0.004,0.469,0.023,0.552,0.142,9.1,0.63,4.16,2.602409638554217,5,Perimeter Ball-Hawk
Jaxson Hayes,1.25,0.025,0.848,0.124,0.75,0.031,1.038,0.041,0.939,0.052,0.806,0.057,0.914,0.238,0.359,-0.029,0.342,-0.046,0.428,-0.03,0.469,0.399,6.0,0.69,3.88,2.052,6,Versatile Positional Wing
Chris Boucher,1.111,0.034,0.878,0.092,0.0,0.0,1.0,0.069,0.59,0.073,1.143,0.026,1.004,0.443,0.361,-0.042,0.42,-0.039,0.49,-0.042,0.375,0.431,4.6,0.75,4.01,2.0473933649289098,4,Versatile Rim Protector
Rudy Gay,0.8,0.066,1.262,0.111,1.0,0.053,0.87,0.061,1.054,0.147,1.333,0.032,0.932,0.308,0.375,0.028,0.328,-0.044,0.449,-0.055,0.36,0.351,5.7,0.63,3.77,2.247619047619048,6,Versatile Positional Wing
Buddy Hield,0.769,0.075,0.545,0.063,1.0,0.078,1.333,0.078,0.807,0.254,0.0,0.0,0.979,0.403,0.316,0.024,0.436,0.024,0.539,0.035,0.4,0.2,8.1,1.11,3.99,2.0103896103896104,2,Off-Ball Chaser
Buddy Hield,1.135,0.1,0.9,0.096,1.0,0.054,1.286,0.04,0.891,0.283,1.333,0.023,1.029,0.331,0.316,0.024,0.436,0.024,0.539,0.035,0.4,0.2,8.1,1.11,3.99,2.0103896103896104,0, Positional Perimeter Guard
Keita Bates-Diop,0.769,0.076,0.98,0.15,0.409,0.065,1.0,0.041,0.821,0.247,1.0,0.032,1.087,0.306,0.378,-0.025,0.388,-0.038,0.478,-0.017,0.6,0.29,6.1,0.6,4.02,2.066666666666667,6,Versatile Positional Wing
Alex Caruso,0.69,0.062,0.75,0.085,0.889,0.077,1.0,0.07,0.948,0.366,1.1,0.021,0.961,0.27,0.395,-0.057,0.314,0.057,0.397,0.027,0.741,0.264,8.8,1.0,3.94,4.332857142857143,5,Perimeter Ball-Hawk
Stephen Curry,0.513,0.065,1.255,0.085,0.941,0.057,0.848,0.055,0.667,0.201,1.133,0.025,0.821,0.394,0.414,-0.044,0.344,-0.019,0.445,-0.029,0.471,0.176,7.7,1.1,3.5,2.285217391304348,5,Perimeter Ball-Hawk
Ty Jerome,1.05,0.082,0.529,0.07,1.0,0.045,0.533,0.061,0.615,0.213,0.0,0.0,1.028,0.443,0.39,-0.001,0.325,0.04,0.434,0.001,0.364,0.256,9.3,0.54,3.63,2.7808383233532936,2,Off-Ball Chaser
Derrick White,1.0,0.083,1.286,0.111,1.692,0.051,1.048,0.083,0.766,0.304,0.0,0.0,1.106,0.261,0.322,0.029,0.396,-0.07,0.513,-0.062,0.524,0.261,9.2,0.97,3.69,1.9535836177474404,2,Off-Ball Chaser
Derrick White,1.289,0.073,0.488,0.069,0.857,0.068,0.727,0.053,0.921,0.41,1.083,0.019,1.124,0.273,0.322,0.029,0.396,-0.07,0.513,-0.062,0.524,0.261,9.2,0.97,3.69,1.9535836177474404,0, Positional Perimeter Guard
Dean Wade,0.913,0.069,0.897,0.117,0.92,0.075,0.762,0.063,0.657,0.21,1.0,0.03,1.041,0.294,0.318,0.051,0.414,-0.095,0.524,-0.087,0.571,0.273,6.2,0.68,4.11,2.2125,6,Versatile Positional Wing
Danilo Gallinari,0.84,0.051,0.783,0.168,1.471,0.034,0.824,0.034,0.844,0.065,0.929,0.057,1.074,0.383,0.393,-0.004,0.38,0.036,0.455,0.046,0.5,0.227,6.4,0.76,3.52,1.309090909090909,6,Versatile Positional Wing
Jordan Nwora,0.724,0.078,1.118,0.092,0.633,0.081,0.0,0.0,0.925,0.181,1.0,0.032,1.037,0.443,0.45,0.003,0.349,0.024,0.444,0.03,0.385,0.172,7.1,0.7,4.0,1.545549738219895,0, Positional Perimeter Guard
Caleb Martin,0.7,0.053,0.907,0.075,0.667,0.053,0.654,0.046,0.798,0.294,0.769,0.023,0.948,0.408,0.427,-0.09,0.34,-0.027,0.43,-0.022,0.45,0.265,7.5,0.89,4.32,2.9082969432314414,5,Perimeter Ball-Hawk
Nickeil Alexander-Walker,0.583,0.085,0.774,0.073,0.657,0.083,1.462,0.031,0.907,0.356,1.25,0.028,1.125,0.302,0.385,0.0,0.357,0.069,0.456,0.027,0.516,0.246,6.9,0.79,3.95,2.6442477876106194,5,Perimeter Ball-Hawk
Al Horford,1.222,0.018,0.723,0.18,1.0,0.012,0.88,0.051,0.966,0.029,0.911,0.057,1.044,0.183,0.303,-0.013,0.321,-0.084,0.42,-0.094,0.523,0.397,6.3,0.93,3.67,1.1876288659793812,6,Versatile Positional Wing
Damian Lillard,0.917,0.069,1.211,0.055,1.118,0.049,1.125,0.069,0.833,0.311,0.0,0.0,1.139,0.352,0.415,-0.003,0.327,0.039,0.412,0.014,0.438,0.167,9.2,1.12,3.46,1.3945054945054944,2,Off-Ball Chaser
Wayne Ellington,0.88,0.097,1.4,0.058,0.571,0.054,0.0,0.0,0.776,0.26,2.1,0.039,0.842,0.391,0.434,-0.029,0.326,0.018,0.434,-0.012,0.5,0.208,9.1,0.67,3.97,2.048936170212766,0, Positional Perimeter Guard
CJ McCollum,0.71,0.116,0.471,0.064,1.118,0.064,0.889,0.067,0.984,0.236,0.0,0.0,1.18,0.375,0.415,0.045,0.316,0.013,0.411,0.01,0.434,0.156,10.4,1.14,3.71,1.6127167630057804,2,Off-Ball Chaser
CJ McCollum,0.725,0.087,0.563,0.07,1.292,0.052,0.667,0.039,0.868,0.231,1.053,0.041,1.159,0.438,0.415,0.045,0.316,0.013,0.411,0.01,0.434,0.156,10.4,1.14,3.71,1.6127167630057804,0, Positional Perimeter Guard
Bones Hyland,0.579,0.085,1.296,0.06,0.917,0.054,1.176,0.038,0.736,0.246,1.333,0.027,0.918,0.435,0.42,-0.027,0.372,0.007,0.446,0.032,0.69,0.112,7.7,0.63,3.82,2.216842105263157,5,Perimeter Ball-Hawk
Klay Thompson,1.095,0.072,1.05,0.068,1.19,0.072,0.619,0.072,0.914,0.318,0.0,0.0,1.012,0.284,0.303,-0.041,0.378,-0.062,0.48,-0.057,0.583,0.232,7.7,1.01,3.77,1.530612244897959,2,Off-Ball Chaser
Josh Richardson,1.095,0.057,0.971,0.096,0.875,0.044,1.0,0.055,0.764,0.383,0.0,0.0,1.083,0.295,0.367,0.008,0.394,0.0,0.481,0.008,0.633,0.219,9.0,0.85,3.84,2.414634146341463,2,Off-Ball Chaser
Josh Richardson,1.045,0.133,0.0,0.0,0.688,0.097,0.0,0.0,0.947,0.345,0.0,0.0,1.051,0.236,0.367,0.008,0.394,0.0,0.481,0.008,0.633,0.219,9.0,0.85,3.84,2.414634146341463,2,Off-Ball Chaser
Kemba Walker,1.0,0.063,1.091,0.03,0.667,0.033,0.0,0.0,0.864,0.386,1.063,0.044,1.065,0.38,0.435,0.023,0.343,0.048,0.405,0.047,0.542,0.162,10.0,0.82,3.75,1.6312499999999996,0, Positional Perimeter Guard
Evan Mobley,0.958,0.027,0.753,0.086,0.963,0.03,0.873,0.07,1.074,0.06,1.154,0.058,1.061,0.326,0.285,0.051,0.469,-0.107,0.563,-0.09,0.484,0.389,5.3,1.13,3.85,1.6508875739644973,4,Versatile Rim Protector
Ben McLemore,0.742,0.088,1.08,0.071,0.806,0.088,0.923,0.037,1.062,0.185,0.0,0.0,1.122,0.467,0.48,0.035,0.35,0.105,0.419,0.096,0.5,0.291,8.2,0.72,4.02,1.844776119402985,2,Off-Ball Chaser
John Konchar,0.774,0.071,0.64,0.057,0.738,0.096,0.895,0.043,0.843,0.246,1.5,0.027,0.899,0.383,0.358,-0.022,0.433,-0.026,0.51,-0.02,0.551,0.258,7.0,0.66,4.18,2.6748603351955307,5,Perimeter Ball-Hawk
Frank Jackson,0.75,0.098,0.885,0.08,0.417,0.074,1.111,0.055,1.196,0.282,0.0,0.0,1.294,0.313,0.335,0.033,0.383,0.009,0.5,0.027,0.529,0.264,10.2,0.78,3.98,1.6363636363636365,2,Off-Ball Chaser
Theo Maledon,0.706,0.109,0.857,0.045,1.276,0.093,1.0,0.039,0.974,0.37,0.0,0.0,1.264,0.293,0.35,0.086,0.412,-0.022,0.51,0.002,0.609,0.16,9.1,0.62,3.92,1.6584269662921347,2,Off-Ball Chaser
Kelly Oubre Jr.,0.632,0.061,0.977,0.071,0.75,0.064,1.324,0.055,0.756,0.257,1.05,0.032,1.046,0.382,0.407,0.013,0.39,0.004,0.451,0.029,0.483,0.332,7.3,0.93,3.87,3.367300380228137,5,Perimeter Ball-Hawk
Wendell Carter Jr.,1.471,0.02,0.602,0.115,0.786,0.033,0.73,0.087,0.848,0.039,1.316,0.045,0.967,0.212,0.286,0.004,0.36,-0.113,0.462,-0.101,0.5,0.4,4.9,0.97,3.62,1.336454849498328,4,Versatile Rim Protector
Jaden McDaniels,0.568,0.065,0.762,0.124,1.206,0.05,1.174,0.034,0.853,0.222,0.85,0.03,0.954,0.414,0.393,0.015,0.363,-0.121,0.45,-0.107,0.481,0.328,7.2,0.99,4.2,2.2744186046511627,6,Versatile Positional Wing
Tyler Herro,0.49,0.072,1.116,0.122,0.95,0.057,0.974,0.054,0.897,0.221,1.111,0.026,0.889,0.372,0.382,-0.043,0.357,-0.002,0.455,0.014,0.583,0.161,8.1,1.13,3.92,1.3251533742331287,0, Positional Perimeter Guard
Derrick Jones Jr.,1.238,0.055,0.829,0.108,0.84,0.066,0.8,0.092,0.855,0.182,1.105,0.05,1.149,0.23,0.338,0.029,0.376,-0.035,0.511,-0.052,0.412,0.367,6.0,0.63,4.01,2.6795454545454547,6,Versatile Positional Wing
Lance Stephenson,1.13,0.113,1.083,0.118,0.75,0.098,1.091,0.054,1.229,0.172,0.0,0.0,1.356,0.358,0.494,0.069,0.259,0.156,0.31,0.133,0.5,0.15,7.4,0.56,3.46,2.2983050847457624,5,Perimeter Ball-Hawk
Kevin Love,1.0,0.037,0.862,0.041,1.353,0.024,0.895,0.027,1.0,0.026,1.176,0.097,0.951,0.319,0.37,-0.02,0.387,-0.07,0.46,-0.039,0.485,0.39,4.5,0.71,3.66,0.992,4,Versatile Rim Protector
Garrison Mathews,0.963,0.051,1.061,0.124,0.905,0.079,1.206,0.064,1.01,0.182,0.0,0.0,1.024,0.392,0.373,0.027,0.4,-0.025,0.507,0.017,0.52,0.247,8.8,0.92,3.95,1.9163498098859315,2,Off-Ball Chaser
Jaren Jackson Jr.,0.929,0.034,0.587,0.097,0.881,0.051,1.303,0.04,1.098,0.074,0.875,0.049,0.957,0.309,0.338,-0.011,0.418,-0.145,0.508,-0.124,0.444,0.397,6.5,0.93,3.88,2.2945054945054943,6,Versatile Positional Wing
Cody Martin,0.929,0.04,1.173,0.075,0.917,0.069,0.956,0.065,0.951,0.267,0.824,0.025,1.072,0.4,0.415,0.021,0.341,0.004,0.423,0.003,0.532,0.306,8.2,0.98,4.11,3.175665399239544,5,Perimeter Ball-Hawk
Eric Gordon,0.871,0.073,0.811,0.087,0.966,0.068,0.659,0.103,0.883,0.34,0.308,0.03,1.0,0.251,0.4,-0.029,0.323,0.016,0.423,-0.032,0.407,0.195,10.9,0.87,3.33,1.167235494880546,0, Positional Perimeter Guard
Shake Milton,0.771,0.086,1.0,0.067,0.897,0.072,0.533,0.037,0.862,0.358,0.231,0.032,0.966,0.294,0.381,-0.017,0.336,-0.036,0.449,-0.05,0.706,0.176,8.9,0.72,3.87,1.3794392523364487,0, Positional Perimeter Guard
Jerami Grant,0.75,0.082,0.545,0.101,1.343,0.08,0.733,0.069,0.966,0.199,1.727,0.025,0.951,0.325,0.383,0.033,0.38,-0.042,0.454,-0.038,0.5,0.22,8.4,1.01,3.57,1.8507836990595607,0, Positional Perimeter Guard
James Johnson,1.647,0.04,0.725,0.119,0.909,0.051,0.864,0.051,0.966,0.206,1.333,0.035,1.191,0.355,0.426,0.037,0.318,-0.076,0.404,-0.076,0.316,0.377,6.5,0.64,3.76,1.9875000000000005,6,Versatile Positional Wing
Damion Lee,0.7,0.094,0.676,0.087,0.6,0.059,1.0,0.068,0.825,0.187,0.0,0.0,1.074,0.412,0.448,-0.01,0.36,0.033,0.441,0.021,0.476,0.232,7.7,0.71,3.99,1.6643216080402012,2,Off-Ball Chaser
Oshae Brissett,0.683,0.078,1.053,0.109,1.189,0.071,1.333,0.057,1.0,0.145,1.214,0.027,1.044,0.394,0.325,0.067,0.452,0.02,0.53,0.036,0.419,0.38,5.9,0.84,3.98,1.699570815450644,0, Positional Perimeter Guard
Chimezie Metu,1.074,0.056,0.861,0.15,1.13,0.048,1.16,0.052,0.78,0.123,0.947,0.04,1.017,0.358,0.387,0.033,0.401,-0.036,0.475,-0.01,0.455,0.269,5.0,0.74,3.75,2.9070422535211264,4,Versatile Rim Protector
Chuma Okeke,0.967,0.052,0.837,0.086,0.469,0.056,1.154,0.068,1.121,0.216,0.947,0.033,1.014,0.384,0.359,-0.004,0.409,-0.005,0.487,0.008,0.596,0.32,7.1,0.88,3.97,3.024,6,Versatile Positional Wing
Cam Thomas,0.906,0.091,0.973,0.105,1.05,0.057,0.0,0.0,1.019,0.302,0.0,0.0,1.05,0.342,0.342,0.021,0.432,0.025,0.505,0.042,0.773,0.205,8.3,0.59,3.84,1.6568181818181815,2,Off-Ball Chaser
Kyle Anderson,0.763,0.076,1.056,0.072,0.846,0.026,1.318,0.044,1.0,0.226,0.833,0.048,1.135,0.343,0.334,-0.019,0.425,-0.051,0.497,-0.024,0.657,0.353,6.2,0.74,3.89,3.39906976744186,6,Versatile Positional Wing
Jonathan Kuminga,1.154,0.056,1.055,0.118,1.313,0.034,0.944,0.077,0.813,0.194,0.941,0.036,0.964,0.359,0.37,-0.026,0.381,-0.004,0.497,-0.038,0.464,0.303,6.0,0.61,3.97,1.6189349112426037,6,Versatile Positional Wing
Nassir Little,1.071,0.073,0.718,0.101,1.121,0.085,0.947,0.049,0.697,0.171,0.8,0.039,0.95,0.415,0.402,-0.065,0.361,-0.045,0.456,-0.055,0.5,0.347,6.7,0.9,3.95,1.1536679536679535,6,Versatile Positional Wing
Terrence Ross,1.0,0.082,1.105,0.052,0.789,0.052,1.077,0.036,0.852,0.297,0.0,0.0,1.108,0.407,0.43,0.007,0.342,0.041,0.418,0.043,0.429,0.155,9.1,0.77,3.75,1.596521739130435,2,Off-Ball Chaser
Ricky Rubio,0.968,0.102,0.5,0.04,0.833,0.059,0.0,0.0,0.8,0.396,0.0,0.0,0.753,0.32,0.36,-0.089,0.353,-0.071,0.442,-0.055,0.515,0.156,10.8,0.91,3.69,2.854736842105263,2,Off-Ball Chaser
George Hill,0.938,0.068,0.947,0.08,1.208,0.051,0.682,0.047,0.898,0.374,0.727,0.023,1.076,0.304,0.412,0.006,0.284,0.005,0.404,-0.022,0.541,0.226,8.8,0.81,3.87,1.6913793103448278,0, Positional Perimeter Guard
Kyle Lowry,0.789,0.061,0.619,0.068,0.8,0.057,0.805,0.066,1.014,0.228,0.684,0.031,1.121,0.452,0.426,0.041,0.343,0.037,0.422,0.039,0.608,0.195,8.0,1.03,3.4,2.346902654867257,5,Perimeter Ball-Hawk
Scottie Barnes,0.732,0.042,0.878,0.101,0.717,0.048,0.83,0.049,0.591,0.165,0.925,0.041,1.021,0.392,0.339,-0.001,0.418,-0.034,0.506,-0.018,0.423,0.377,6.4,1.27,4.02,2.3796610169491523,6,Versatile Positional Wing
Luke Kennard,0.682,0.092,0.912,0.119,0.879,0.069,1.0,0.044,0.625,0.184,0.917,0.025,0.946,0.35,0.322,-0.016,0.432,-0.031,0.533,-0.017,0.679,0.135,7.9,0.89,3.68,1.064233576642336,6,Versatile Positional Wing
Kessler Edwards,1.0,0.079,1.205,0.113,0.826,0.059,1.172,0.074,0.973,0.281,0.8,0.026,1.127,0.322,0.343,0.015,0.435,0.033,0.5,0.024,0.6,0.302,6.0,0.73,4.1,1.607766990291262,6,Versatile Positional Wing
Paul George,0.969,0.095,0.19,0.062,0.611,0.053,0.833,0.036,0.862,0.258,0.0,0.0,0.964,0.415,0.368,-0.058,0.387,-0.054,0.469,-0.042,0.486,0.23,6.1,1.12,3.59,3.2068965517241383,2,Off-Ball Chaser
DeAndre' Bembry,0.939,0.089,1.3,0.054,0.905,0.057,0.96,0.068,0.865,0.423,0.0,0.0,0.813,0.26,0.35,-0.07,0.376,-0.036,0.457,-0.044,0.484,0.313,6.7,0.68,4.1,3.836065573770492,2,Off-Ball Chaser
Maurice Harkless,0.886,0.105,0.8,0.09,0.88,0.075,0.846,0.039,0.729,0.255,1.364,0.033,0.972,0.324,0.444,-0.039,0.328,0.019,0.373,0.05,0.545,0.222,7.1,0.64,3.96,3.2869565217391306,5,Perimeter Ball-Hawk
OG Anunoby,1.143,0.053,0.907,0.103,0.878,0.078,1.065,0.059,0.843,0.206,0.667,0.023,0.909,0.356,0.384,-0.017,0.329,-0.009,0.405,0.009,0.5,0.33,7.4,1.22,3.84,2.8999999999999995,5,Perimeter Ball-Hawk
Facundo Campazzo,1.032,0.071,0.759,0.067,1.0,0.057,0.857,0.064,0.886,0.342,1.067,0.034,0.89,0.333,0.435,0.012,0.328,-0.019,0.408,-0.005,0.455,0.154,11.3,0.62,3.87,3.896703296703297,5,Perimeter Ball-Hawk
LeBron James,1.0,0.053,0.981,0.09,0.444,0.045,0.846,0.043,0.847,0.098,1.171,0.058,1.0,0.352,0.363,-0.021,0.371,-0.086,0.468,-0.068,0.587,0.296,6.1,1.1,3.3,1.8967741935483868,6,Versatile Positional Wing
Garrett Temple,0.914,0.079,0.619,0.095,1.133,0.068,0.625,0.036,0.941,0.385,0.533,0.034,1.167,0.259,0.367,0.013,0.339,-0.036,0.434,-0.013,0.633,0.241,9.4,0.66,3.97,3.019354838709677,5,Perimeter Ball-Hawk
Cameron Payne,0.914,0.087,0.75,0.069,1.095,0.052,1.12,0.062,0.792,0.37,0.0,0.0,0.921,0.283,0.377,-0.016,0.358,0.057,0.463,0.042,0.414,0.124,9.8,0.75,3.73,2.683636363636364,2,Off-Ball Chaser
Wesley Matthews,0.865,0.092,0.878,0.102,0.609,0.057,0.833,0.09,0.876,0.321,0.636,0.027,0.939,0.244,0.329,-0.031,0.275,-0.023,0.381,0.003,0.462,0.37,9.9,0.76,3.84,2.721951219512195,5,Perimeter Ball-Hawk
Delon Wright,0.696,0.088,0.813,0.061,0.886,0.067,1.25,0.031,0.872,0.404,0.5,0.031,1.184,0.291,0.353,0.022,0.344,0.064,0.454,0.036,0.531,0.232,7.7,0.66,4.04,3.695238095238096,5,Perimeter Ball-Hawk
Furkan Korkmaz,0.627,0.119,1.2,0.094,0.714,0.066,1.0,0.03,0.744,0.302,0.786,0.033,0.929,0.295,0.412,-0.03,0.344,0.003,0.417,0.017,0.618,0.149,10.0,0.73,3.92,1.8767772511848344,0, Positional Perimeter Guard
Kenyon Martin Jr.,1.32,0.058,0.762,0.098,0.5,0.065,0.935,0.072,0.833,0.168,0.706,0.04,0.968,0.36,0.403,-0.057,0.392,-0.023,0.478,0.008,0.458,0.394,6.9,0.72,3.87,1.1142857142857143,6,Versatile Positional Wing
Quentin Grimes,1.138,0.097,0.579,0.063,0.435,0.077,1.5,0.033,0.811,0.37,0.0,0.0,1.25,0.307,0.427,0.067,0.292,0.019,0.399,-0.005,0.522,0.28,8.6,0.61,3.94,2.8842105263157896,2,Off-Ball Chaser
Christian Wood,1.36,0.027,0.872,0.15,1.0,0.029,1.042,0.077,1.095,0.045,0.737,0.041,1.084,0.241,0.384,0.026,0.337,-0.028,0.43,-0.012,0.571,0.373,4.8,0.99,3.66,1.4493506493506494,4,Versatile Rim Protector
Lonnie Walker IV,1.063,0.074,0.931,0.067,1.146,0.095,1.25,0.056,0.844,0.314,0.0,0.0,1.0,0.302,0.369,-0.04,0.371,-0.045,0.451,-0.028,0.556,0.221,9.0,0.78,3.71,1.5495652173913044,2,Off-Ball Chaser
Josh Christopher,0.944,0.076,0.896,0.101,1.25,0.05,1.167,0.038,0.893,0.374,1.455,0.023,1.199,0.286,0.369,0.013,0.45,0.076,0.496,0.107,0.576,0.296,7.5,0.65,4.02,3.6,5,Perimeter Ball-Hawk
Nicolas Batum,0.872,0.091,0.721,0.1,0.917,0.056,1.222,0.042,0.918,0.284,1.083,0.028,0.938,0.303,0.277,-0.032,0.477,-0.038,0.563,-0.03,0.69,0.279,6.3,0.88,4.02,3.048387096774194,5,Perimeter Ball-Hawk
Killian Hayes,0.773,0.063,0.851,0.067,0.909,0.047,0.939,0.07,1.036,0.321,1.15,0.029,1.076,0.36,0.394,0.007,0.369,0.006,0.472,-0.006,0.533,0.212,8.7,0.88,3.94,3.6288,5,Perimeter Ball-Hawk
Georges Niang,1.296,0.045,0.968,0.154,1.25,0.053,0.848,0.055,0.972,0.118,0.829,0.058,1.014,0.346,0.359,0.065,0.355,-0.033,0.452,-0.021,0.452,0.236,7.7,0.79,3.89,1.1052631578947367,6,Versatile Positional Wing
Tre Mann,1.029,0.088,0.765,0.044,1.031,0.082,0.0,0.0,0.884,0.245,0.9,0.026,0.927,0.425,0.4,-0.033,0.385,0.003,0.472,0.027,0.462,0.228,8.3,0.78,3.95,1.863157894736842,0, Positional Perimeter Guard
Kenrich Williams,1.0,0.089,0.952,0.054,1.03,0.084,1.0,0.051,0.779,0.288,0.0,0.0,0.742,0.306,0.391,-0.016,0.334,-0.072,0.407,-0.019,0.417,0.423,6.4,0.78,3.92,1.775342465753425,2,Off-Ball Chaser
Gary Payton II,0.972,0.078,0.6,0.065,0.727,0.048,0.792,0.052,0.684,0.406,1.154,0.028,1.048,0.269,0.393,-0.023,0.373,-0.017,0.465,-0.023,0.622,0.39,6.0,0.72,4.45,5.195454545454545,5,Perimeter Ball-Hawk
CJ Elleby,0.946,0.104,1.235,0.096,1.0,0.031,1.059,0.048,0.692,0.183,1.538,0.037,1.093,0.393,0.37,0.03,0.401,-0.041,0.496,-0.038,0.533,0.286,6.9,0.74,4.08,1.835643564356436,0, Positional Perimeter Guard
Josh Hart,0.921,0.07,1.097,0.057,0.909,0.061,0.909,0.061,1.042,0.31,1.5,0.018,1.172,0.332,0.417,0.019,0.328,0.03,0.419,0.019,0.593,0.288,6.7,1.13,3.82,1.9518072289156625,0, Positional Perimeter Guard
Amir Coffey,0.897,0.079,0.712,0.106,0.862,0.059,0.871,0.063,0.878,0.318,0.727,0.022,0.924,0.295,0.38,0.031,0.343,-0.057,0.446,-0.069,0.444,0.185,8.7,0.77,3.85,1.7286343612334802,0, Positional Perimeter Guard
R.J. Hampton,0.854,0.079,1.2,0.038,1.405,0.08,1.086,0.067,0.8,0.412,1.308,0.025,1.236,0.268,0.416,0.038,0.339,0.114,0.414,0.125,0.688,0.196,8.7,0.78,4.04,2.0054794520547947,0, Positional Perimeter Guard
Brandon Ingram,0.761,0.101,0.68,0.055,1.357,0.061,0.643,0.031,0.959,0.213,0.0,0.0,0.975,0.441,0.436,-0.053,0.375,0.023,0.439,0.025,0.457,0.272,6.9,1.04,3.46,1.4294117647058826,2,Off-Ball Chaser
Lamar Stevens,1.029,0.087,0.795,0.097,0.968,0.077,1.273,0.055,0.859,0.354,0.545,0.027,0.889,0.224,0.352,-0.044,0.336,-0.041,0.423,-0.021,0.333,0.317,5.8,0.58,4.08,1.855900621118012,6,Versatile Positional Wing
