PLAYER_NAME,Season,DIST_MILES_DEF,AVG_SPEED_DEF
Aaron Gordon,2018-19,1.12,3.79
Aaron Holiday,2018-19,0.49,4.12
Abdel Nader,2018-19,0.45,4.27
Al Horford,2018-19,0.96,3.64
Al-Farouq Aminu,2018-19,0.96,3.93
Alan Williams,2018-19,0.18,3.71
Alec Burks,2018-19,0.74,4.05
Alex Abrines,2018-19,0.72,4.04
Alex Caruso,2018-19,0.76,3.89
Alex Len,2018-19,0.71,3.88
Alex Poythress,2018-19,0.55,4.05
Alfonzo McKinnie,2018-19,0.54,4.28
Alize Johnson,2018-19,0.18,4.26
Allen Crabbe,2018-19,0.9,3.88
Allonzo Trier,2018-19,0.76,3.82
Amile Jefferson,2018-19,0.21,4.3
Amir Johnson,2018-19,0.36,3.89
Andre Drummond,2018-19,1.1,3.88
Andre Iguodala,2018-19,0.82,3.77
Andre Ingram,2018-19,0.13,3.59
Andrew Bogut,2018-19,0.33,3.61
Andrew Harrison,2018-19,0.36,3.8
Andrew Wiggins,2018-19,1.17,3.78
Anfernee Simons,2018-19,0.24,4.12
Angel Delgado,2018-19,0.29,4.13
Ante Zizic,2018-19,0.61,3.92
Anthony Davis,2018-19,1.09,3.57
Anthony Tolliver,2018-19,0.56,3.82
Antonio Blakeney,2018-19,0.53,4.05
Aron Baynes,2018-19,0.56,3.86
Austin Rivers,2018-19,0.92,3.89
Avery Bradley,2018-19,1.13,4.23
BJ Johnson,2018-19,0.24,3.75
Bam Adebayo,2018-19,0.8,3.88
Ben McLemore,2018-19,0.34,4.48
Ben Simmons,2018-19,1.13,3.66
Billy Garrett,2018-19,0.5,3.51
Bismack Biyombo,2018-19,0.49,3.9
Blake Griffin,2018-19,0.99,3.42
Boban Marjanovic,2018-19,0.4,3.83
Bobby Portis,2018-19,0.9,3.79
Bogdan Bogdanovic,2018-19,0.98,3.81
Bojan Bogdanovic,2018-19,1.09,3.87
Bonzie Colson,2018-19,0.43,4.31
Brad Wanamaker,2018-19,0.35,3.97
Bradley Beal,2018-19,1.29,3.85
Brandon Goodwin,2018-19,0.13,4.01
Brandon Ingram,2018-19,1.21,3.91
Brandon Knight,2018-19,0.62,3.98
Brandon Sampson,2018-19,0.57,4.14
Brook Lopez,2018-19,0.93,3.55
Bruce Brown,2018-19,0.71,4.31
Bruno Caboclo,2018-19,0.84,4.09
Bryn Forbes,2018-19,0.94,3.88
Buddy Hield,2018-19,1.26,4.27
C.J. Williams,2018-19,0.31,3.83
CJ McCollum,2018-19,1.15,3.93
CJ Miles,2018-19,0.53,3.73
Caleb Swanigan,2018-19,0.29,3.99
Cam Reynolds,2018-19,0.51,4.12
Cameron Payne,2018-19,0.63,3.93
Caris LeVert,2018-19,0.91,3.88
Carmelo Anthony,2018-19,0.94,3.59
Cedi Osman,2018-19,1.04,3.86
Chandler Hutchison,2018-19,0.73,4.03
Chandler Parsons,2018-19,0.62,3.63
Channing Frye,2018-19,0.28,3.5
Chasson Randle,2018-19,0.57,4.13
Cheick Diallo,2018-19,0.5,3.99
Chimezie Metu,2018-19,0.17,4.04
Chris Boucher,2018-19,0.21,4.0
Chris Chiozza,2018-19,0.16,4.05
Chris Paul,2018-19,0.95,3.41
Christian Wood,2018-19,0.41,4.03
Clint Capela,2018-19,1.12,3.79
Cody Zeller,2018-19,0.87,3.82
Collin Sexton,2018-19,0.99,3.75
Corey Brewer,2018-19,0.58,4.14
Cory Joseph,2018-19,0.94,4.18
Courtney Lee,2018-19,0.45,3.99
Cristiano Felicio,2018-19,0.45,4.01
D'Angelo Russell,2018-19,0.99,3.73
D.J. Augustin,2018-19,0.9,3.76
D.J. Wilson,2018-19,0.68,4.18
DJ Stephens,2018-19,0.26,5.21
Dairis Bertans,2018-19,0.51,4.15
Damian Jones,2018-19,0.64,4.03
Damian Lillard,2018-19,1.08,3.54
Damion Lee,2018-19,0.44,4.14
Damyean Dotson,2018-19,0.96,3.95
Daniel Hamilton,2018-19,0.45,4.47
Daniel Theis,2018-19,0.5,3.96
Danilo Gallinari,2018-19,0.97,3.62
Danny Green,2018-19,1.06,4.22
Dante Cunningham,2018-19,0.53,4.26
Dante Exum,2018-19,0.6,4.19
Danuel House Jr.,2018-19,0.9,4.0
Dario Saric,2018-19,0.89,4.01
Darius Miller,2018-19,0.84,3.61
Darren Collison,2018-19,0.97,3.93
Daryl Macon,2018-19,0.38,3.85
David Nwaba,2018-19,0.67,4.09
Davis Bertans,2018-19,0.73,3.84
Davon Reed,2018-19,0.18,4.19
De'Aaron Fox,2018-19,1.15,3.94
De'Anthony Melton,2018-19,0.72,4.06
DeAndre Jordan,2018-19,0.91,3.57
DeAndre' Bembry,2018-19,0.86,4.01
DeMar DeRozan,2018-19,1.12,3.76
DeMarcus Cousins,2018-19,0.81,3.49
DeMarre Carroll,2018-19,0.83,3.67
DeVaughn Akoon-Purcell,2018-19,0.1,4.22
Deandre Ayton,2018-19,1.0,3.73
Delon Wright,2018-19,0.83,4.14
Demetrius Jackson,2018-19,0.24,4.29
Deng Adel,2018-19,0.35,4.07
Dennis Schroder,2018-19,1.09,3.91
Dennis Smith Jr.,2018-19,0.97,3.89
Deonte Burton,2018-19,0.27,3.94
Derrick Favors,2018-19,0.82,3.97
Derrick Jones Jr.,2018-19,0.69,4.07
Derrick Rose,2018-19,0.95,3.85
Derrick White,2018-19,0.88,3.94
Devin Booker,2018-19,1.11,3.63
Devin Harris,2018-19,0.49,3.53
Devin Robinson,2018-19,0.49,3.89
Devonte' Graham,2018-19,0.52,3.88
Dewayne Dedmon,2018-19,0.86,3.82
Deyonta Davis,2018-19,0.5,4.12
Dillon Brooks,2018-19,0.65,4.01
Dion Waiters,2018-19,0.78,3.51
Dirk Nowitzki,2018-19,0.43,3.25
Domantas Sabonis,2018-19,0.88,3.91
Donatas Motiejunas,2018-19,0.16,4.15
Donovan Mitchell,2018-19,1.08,3.6
Donte DiVincenzo,2018-19,0.57,4.07
Donte Grantham,2018-19,0.03,5.16
Dorian Finney-Smith,2018-19,0.88,4.08
Doug McDermott,2018-19,0.66,4.2
Dragan Bender,2018-19,0.6,3.77
Draymond Green,2018-19,1.01,3.46
Drew Eubanks,2018-19,0.17,3.91
Duncan Robinson,2018-19,0.39,4.16
Dusty Hannahs,2018-19,0.46,3.61
Dwayne Bacon,2018-19,0.6,3.79
Dwight Howard,2018-19,0.82,3.55
Dwight Powell,2018-19,0.75,3.89
Dwyane Wade,2018-19,0.82,3.54
Dzanan Musa,2018-19,0.14,3.89
E'Twaun Moore,2018-19,1.02,4.0
Ed Davis,2018-19,0.6,3.8
Edmond Sumner,2018-19,0.34,4.22
Ekpe Udoh,2018-19,0.22,3.84
Elfrid Payton,2018-19,1.05,3.92
Elie Okobo,2018-19,0.67,4.15
Emanuel Terry,2018-19,0.28,3.8
Emmanuel Mudiay,2018-19,0.92,3.9
Enes Freedom,2018-19,0.82,3.94
Eric Bledsoe,2018-19,1.04,3.86
Eric Gordon,2018-19,0.99,3.52
Eric Moreland,2018-19,0.3,3.96
Ersan Ilyasova,2018-19,0.65,3.87
Evan Fournier,2018-19,1.09,4.02
Evan Turner,2018-19,0.71,3.82
Frank Jackson,2018-19,0.71,4.08
Frank Kaminsky,2018-19,0.53,3.79
Frank Mason III,2018-19,0.4,3.83
Frank Ntilikina,2018-19,0.75,3.94
Fred VanVleet,2018-19,0.98,3.96
Furkan Korkmaz,2018-19,0.52,4.09
Garrett Temple,2018-19,0.96,4.06
Gary Clark,2018-19,0.44,3.94
Gary Harris,2018-19,0.99,3.93
Gary Payton II,2018-19,0.25,4.82
Gary Trent Jr.,2018-19,0.24,3.88
George Hill,2018-19,0.77,3.97
George King,2018-19,0.23,3.69
Georges Niang,2018-19,0.32,3.99
Gerald Green,2018-19,0.71,3.98
Giannis Antetokounmpo,2018-19,1.09,3.62
Glenn Robinson III,2018-19,0.48,4.3
Goran Dragic,2018-19,0.94,3.82
Gordon Hayward,2018-19,0.93,3.93
Gorgui Dieng,2018-19,0.47,3.89
Grayson Allen,2018-19,0.38,3.87
Greg Monroe,2018-19,0.38,3.87
Guerschon Yabusele,2018-19,0.22,3.89
Hamidou Diallo,2018-19,0.4,4.23
Harrison Barnes,2018-19,1.15,3.95
Harry Giles III,2018-19,0.51,3.91
Hassan Whiteside,2018-19,0.76,3.73
Haywood Highsmith,2018-19,0.28,4.13
Henry Ellenson,2018-19,0.49,4.16
Ian Clark,2018-19,0.59,4.05
Ian Mahinmi,2018-19,0.53,3.95
Ike Anigbogu,2018-19,0.07,3.21
Iman Shumpert,2018-19,0.87,3.99
Isaac Bonga,2018-19,0.21,4.15
Isaac Humphries,2018-19,0.43,4.55
Isaiah Briscoe,2018-19,0.51,3.99
Isaiah Canaan,2018-19,0.7,3.95
Isaiah Hartenstein,2018-19,0.3,4.23
Isaiah Hicks,2018-19,0.38,3.8
Isaiah Thomas,2018-19,0.49,3.57
Ish Smith,2018-19,0.74,3.86
Ivan Rabb,2018-19,0.52,4.01
Ivica Zubac,2018-19,0.61,3.89
J.J. Barea,2018-19,0.64,3.66
J.P. Macura,2018-19,0.32,3.63
JJ Redick,2018-19,1.11,3.94
JR Smith,2018-19,0.65,3.65
JaKarr Sampson,2018-19,1.14,3.83
JaMychal Green,2018-19,0.75,4.02
JaVale McGee,2018-19,0.78,3.87
Jabari Parker,2018-19,0.96,3.83
Jacob Evans,2018-19,0.25,4.04
Jae Crowder,2018-19,0.91,3.71
Jahlil Okafor,2018-19,0.56,3.99
Jake Layman,2018-19,0.65,4.07
Jakob Poeltl,2018-19,0.6,4.21
Jalen Brunson,2018-19,0.77,4.09
Jalen Jones,2018-19,0.5,4.16
Jamal Crawford,2018-19,0.57,3.39
Jamal Murray,2018-19,1.09,3.82
James Ennis III,2018-19,0.78,4.07
James Harden,2018-19,1.06,3.29
James Johnson,2018-19,0.69,3.72
James Nunnally,2018-19,0.26,4.21
Jared Dudley,2018-19,0.65,3.63
Jared Terrell,2018-19,0.26,3.69
Jarell Martin,2018-19,0.28,3.9
Jaren Jackson Jr.,2018-19,0.9,4.04
Jaron Blossomgame,2018-19,0.55,3.99
Jarred Vanderbilt,2018-19,0.15,4.18
Jarrett Allen,2018-19,0.87,3.75
Jason Smith,2018-19,0.34,3.95
Jawun Evans,2018-19,0.3,4.21
Jaylen Adams,2018-19,0.46,4.0
Jaylen Brown,2018-19,0.98,4.08
Jaylen Morris,2018-19,0.25,4.02
Jayson Tatum,2018-19,1.07,3.81
Jeff Green,2018-19,0.89,3.57
Jeff Teague,2018-19,0.9,3.39
Jemerrio Jones,2018-19,0.92,4.32
Jerami Grant,2018-19,1.17,3.77
Jeremy Lamb,2018-19,0.99,3.96
Jeremy Lin,2018-19,0.71,3.97
Jerian Grant,2018-19,0.54,3.86
Jerome Robinson,2018-19,0.37,4.09
Jerryd Bayless,2018-19,0.61,3.63
Jevon Carter,2018-19,0.55,4.23
Jimmer Fredette,2018-19,0.39,3.84
Jimmy Butler,2018-19,1.19,3.99
Joakim Noah,2018-19,0.58,3.97
Jodie Meeks,2018-19,0.49,4.13
Joe Chealey,2018-19,0.24,3.03
Joe Harris,2018-19,1.04,3.92
Joe Ingles,2018-19,1.06,3.83
Joel Embiid,2018-19,1.07,3.52
John Collins,2018-19,1.05,3.93
John Henson,2018-19,0.47,3.81
John Holland,2018-19,0.01,0.0
John Jenkins,2018-19,0.43,3.92
John Wall,2018-19,1.07,3.41
Johnathan Motley,2018-19,0.26,3.91
Johnathan Williams,2018-19,0.57,4.04
Jon Leuer,2018-19,0.34,4.14
Jonah Bolden,2018-19,0.52,4.05
Jonas Jerebko,2018-19,0.6,3.97
Jonas Valanciunas,2018-19,0.74,3.75
Jonathan Isaac,2018-19,0.92,4.02
Jonathon Simmons,2018-19,0.69,4.11
Jordan Bell,2018-19,0.4,3.92
Jordan Clarkson,2018-19,0.91,3.89
Jordan Loyd,2018-19,0.15,4.12
Jordan McRae,2018-19,0.42,3.67
Jordan Sibert,2018-19,0.12,3.49
Jose Calderon,2018-19,0.43,3.92
Josh Hart,2018-19,0.95,4.01
Josh Jackson,2018-19,0.88,3.92
Josh Okogie,2018-19,0.9,4.35
Josh Richardson,2018-19,1.17,3.85
Jrue Holiday,2018-19,1.25,3.77
Juancho Hernangomez,2018-19,0.72,4.22
Julian Washburn,2018-19,0.51,4.12
Julius Randle,2018-19,1.02,3.67
Justin Anderson,2018-19,0.35,3.85
Justin Holiday,2018-19,1.13,4.03
Justin Jackson,2018-19,0.71,3.96
Justin Patton,2018-19,0.23,3.9
Justise Winslow,2018-19,1.0,3.84
Jusuf Nurkic,2018-19,0.9,3.77
Kadeem Allen,2018-19,0.75,3.84
Kalin Lucas,2018-19,0.22,4.17
Karl-Anthony Towns,2018-19,1.12,3.87
Kawhi Leonard,2018-19,1.18,3.84
Keita Bates-Diop,2018-19,0.61,4.07
Kelly Olynyk,2018-19,0.76,3.83
Kelly Oubre Jr.,2018-19,1.02,3.99
Kemba Walker,2018-19,1.09,3.56
Kenneth Faried,2018-19,0.68,3.96
Kenrich Williams,2018-19,0.87,4.19
Kent Bazemore,2018-19,0.91,4.04
Kentavious Caldwell-Pope,2018-19,0.89,3.93
Kevin Durant,2018-19,1.11,3.45
Kevin Huerter,2018-19,1.01,4.1
Kevin Knox II,2018-19,1.01,3.94
Kevin Love,2018-19,0.9,3.79
Kevon Looney,2018-19,0.68,3.96
Khem Birch,2018-19,0.45,3.91
Khris Middleton,2018-19,1.1,3.84
Khyri Thomas,2018-19,0.26,4.18
Klay Thompson,2018-19,1.18,3.78
Kobi Simmons,2018-19,0.05,6.45
Kosta Koufos,2018-19,0.43,4.08
Kostas Antetokounmpo,2018-19,0.19,4.05
Kris Dunn,2018-19,1.04,3.89
Kyle Anderson,2018-19,1.02,4.03
Kyle Korver,2018-19,0.68,3.99
Kyle Kuzma,2018-19,1.2,3.95
Kyle Lowry,2018-19,1.08,3.52
Kyle O'Quinn,2018-19,0.27,3.73
Kyrie Irving,2018-19,1.1,3.64
LaMarcus Aldridge,2018-19,1.09,3.84
Lance Stephenson,2018-19,0.56,3.72
Lance Thomas,2018-19,0.62,4.15
Landry Shamet,2018-19,0.84,4.07
Langston Galloway,2018-19,0.79,4.22
Larry Nance Jr.,2018-19,0.86,3.84
Lauri Markkanen,2018-19,1.05,3.74
LeBron James,2018-19,1.09,3.35
Lonnie Walker IV,2018-19,0.24,3.95
Lonzo Ball,2018-19,1.14,4.08
Lorenzo Brown,2018-19,0.31,4.17
Lou Williams,2018-19,0.83,3.43
Luc Mbah a Moute,2018-19,0.55,3.92
Luka Doncic,2018-19,1.0,3.62
Luke Kennard,2018-19,0.73,3.82
Luke Kornet,2018-19,0.55,3.72
Luol Deng,2018-19,0.64,4.0
Malachi Richardson,2018-19,0.16,3.95
Malcolm Brogdon,2018-19,1.0,3.84
Malcolm Miller,2018-19,0.26,4.27
Malik Beasley,2018-19,0.79,3.87
Malik Monk,2018-19,0.6,3.89
MarShon Brooks,2018-19,0.45,3.96
Marc Gasol,2018-19,0.91,3.43
Marcin Gortat,2018-19,0.55,3.99
Marco Belinelli,2018-19,0.79,3.94
Marcus Derrickson,2018-19,0.2,3.77
Marcus Morris Sr.,2018-19,0.93,3.72
Marcus Smart,2018-19,0.96,3.82
Mario Hezonja,2018-19,0.72,3.93
Markelle Fultz,2018-19,0.85,4.22
Markieff Morris,2018-19,0.73,3.61
Marquese Chriss,2018-19,0.4,3.9
Marvin Bagley III,2018-19,0.94,4.11
Marvin Williams,2018-19,0.95,3.83
Mason Plumlee,2018-19,0.72,3.86
Matthew Dellavedova,2018-19,0.56,3.72
Maurice Harkless,2018-19,0.83,4.08
Maxi Kleber,2018-19,0.7,3.77
Melvin Frazier Jr.,2018-19,0.16,4.28
Meyers Leonard,2018-19,0.45,3.78
Michael Beasley,2018-19,0.38,3.9
Michael Carter-Williams,2018-19,0.49,4.05
Michael Kidd-Gilchrist,2018-19,0.68,4.1
Mikal Bridges,2018-19,1.08,4.07
Mike Conley,2018-19,1.11,3.87
Mike Muscala,2018-19,0.74,4.05
Mike Scott,2018-19,0.63,3.96
Miles Bridges,2018-19,0.76,4.07
Miles Plumlee,2018-19,0.37,4.09
Milos Teodosic,2018-19,0.35,3.83
Mitchell Creek,2018-19,0.35,3.88
Mitchell Robinson,2018-19,0.74,4.02
Mo Bamba,2018-19,0.57,3.96
Monte Morris,2018-19,0.82,3.86
Montrezl Harrell,2018-19,0.88,3.64
Moritz Wagner,2018-19,0.35,3.73
Myles Turner,2018-19,0.95,3.77
Naz Mitrou-Long,2018-19,0.21,3.91
Nemanja Bjelica,2018-19,0.83,3.87
Nene,2018-19,0.45,3.87
Nerlens Noel,2018-19,0.52,4.0
Nick Young,2018-19,0.31,3.76
Nicolas Batum,2018-19,1.13,4.09
Nik Stauskas,2018-19,0.5,3.93
Nikola Jokic,2018-19,0.98,3.6
Nikola Mirotic,2018-19,1.0,3.92
Nikola Vucevic,2018-19,1.0,3.7
Noah Vonleh,2018-19,0.87,3.89
Norman Powell,2018-19,0.68,3.99
OG Anunoby,2018-19,0.75,4.15
Okaro White,2018-19,0.07,3.69
Omari Spellman,2018-19,0.64,4.04
Omri Casspi,2018-19,0.49,4.03
Otto Porter Jr.,2018-19,1.09,4.02
P.J. Dozier,2018-19,0.29,3.61
P.J. Tucker,2018-19,1.17,3.92
Pascal Siakam,2018-19,1.14,3.96
Pat Connaughton,2018-19,0.76,4.07
Patrick Beverley,2018-19,1.0,4.1
Patrick McCaw,2018-19,0.51,4.15
Patrick Patterson,2018-19,0.5,3.86
Patty Mills,2018-19,0.82,3.98
Pau Gasol,2018-19,0.39,3.76
Paul George,2018-19,1.29,3.65
Paul Millsap,2018-19,0.9,3.83
Quincy Acy,2018-19,0.42,3.69
Quincy Pondexter,2018-19,0.19,3.93
Quinn Cook,2018-19,0.5,4.08
RJ Hunter,2018-19,0.84,3.23
Rajon Rondo,2018-19,0.99,3.68
Raul Neto,2018-19,0.46,4.01
Rawle Alkins,2018-19,0.42,3.93
Ray Spalding,2018-19,0.39,3.92
Raymond Felton,2018-19,0.41,3.81
Reggie Bullock,2018-19,1.02,4.01
Reggie Jackson,2018-19,0.89,3.8
Richaun Holmes,2018-19,0.58,3.85
Ricky Rubio,2018-19,0.93,3.77
Robert Covington,2018-19,1.2,3.91
Robert Williams III,2018-19,0.32,3.97
Robin Lopez,2018-19,0.71,3.79
Rodions Kurucs,2018-19,0.76,4.17
Rodney Hood,2018-19,0.85,3.82
Rodney McGruder,2018-19,0.86,4.12
Ron Baker,2018-19,0.43,4.68
Rondae Hollis-Jefferson,2018-19,0.73,3.93
Royce O'Neale,2018-19,0.73,3.96
Rudy Gay,2018-19,0.9,3.96
Rudy Gobert,2018-19,1.09,3.85
Russell Westbrook,2018-19,1.18,3.41
Ryan Anderson,2018-19,0.41,3.83
Ryan Arcidiacono,2018-19,0.88,4.12
Ryan Broekhoff,2018-19,0.37,3.83
Salah Mejri,2018-19,0.38,3.93
Sam Dekker,2018-19,0.62,4.14
Scott Machado,2018-19,0.16,3.94
Semi Ojeleye,2018-19,0.38,3.9
Serge Ibaka,2018-19,0.9,3.7
Seth Curry,2018-19,0.64,3.95
Shabazz Napier,2018-19,0.59,3.82
Shai Gilgeous-Alexander,2018-19,0.97,4.15
Shake Milton,2018-19,0.48,4.08
Shaquille Harrison,2018-19,0.78,4.47
Shaun Livingston,2018-19,0.53,3.85
Shelvin Mack,2018-19,0.76,4.08
Sindarius Thornwell,2018-19,0.2,4.21
Skal Labissiere,2018-19,0.29,4.1
Solomon Hill,2018-19,0.71,3.91
Spencer Dinwiddie,2018-19,0.89,3.56
Stanley Johnson,2018-19,0.63,3.98
Stephen Curry,2018-19,1.18,3.74
Sterling Brown,2018-19,0.69,4.3
Steven Adams,2018-19,1.23,3.88
Svi Mykhailiuk,2018-19,0.39,3.99
T.J. Leaf,2018-19,0.33,4.11
T.J. McConnell,2018-19,0.74,4.31
T.J. Warren,2018-19,1.09,3.91
Tahjere McCall,2018-19,0.32,3.46
Taj Gibson,2018-19,0.85,3.97
Taurean Prince,2018-19,0.97,3.83
Terrance Ferguson,2018-19,1.03,4.14
Terrence Jones,2018-19,0.09,5.93
Terrence Ross,2018-19,0.91,3.88
Terry Rozier,2018-19,0.82,4.08
Thabo Sefolosha,2018-19,0.42,3.9
Thaddeus Young,2018-19,1.09,3.97
Theo Pinson,2018-19,0.4,3.75
Thomas Bryant,2018-19,0.73,3.92
Thomas Welsh,2018-19,0.11,4.16
Thon Maker,2018-19,0.56,4.15
Tim Frazier,2018-19,0.68,3.98
Tim Hardaway Jr.,2018-19,1.04,3.7
Timothe Luwawu-Cabarrot,2018-19,0.5,4.18
Tobias Harris,2018-19,1.17,3.81
Tomas Satoransky,2018-19,1.01,4.1
Tony Bradley,2018-19,0.43,4.08
Tony Parker,2018-19,0.59,3.81
Tony Snell,2018-19,0.63,3.91
Torrey Craig,2018-19,0.77,4.36
Trae Young,2018-19,1.05,3.76
Treveon Graham,2018-19,0.74,4.08
Trevon Duval,2018-19,0.07,3.71
Trevor Ariza,2018-19,1.15,3.81
Trey Burke,2018-19,0.71,4.09
Trey Lyles,2018-19,0.57,3.73
Tristan Thompson,2018-19,0.9,3.96
Troy Brown Jr.,2018-19,0.5,3.9
Troy Caupain,2018-19,0.13,3.75
Troy Daniels,2018-19,0.53,3.91
Troy Williams,2018-19,0.57,4.06
Tyler Cavanaugh,2018-19,0.13,3.93
Tyler Davis,2018-19,0.02,0.0
Tyler Dorsey,2018-19,0.54,4.12
Tyler Johnson,2018-19,0.93,3.93
Tyler Lydon,2018-19,0.13,4.37
Tyler Ulis,2018-19,,
Tyler Zeller,2018-19,0.55,3.87
Tyreke Evans,2018-19,0.67,3.68
Tyrone Wallace,2018-19,0.39,4.07
Tyson Chandler,2018-19,0.53,3.71
Tyus Jones,2018-19,0.79,3.9
Udonis Haslem,2018-19,0.24,3.57
Victor Oladipo,2018-19,1.15,3.99
Vince Carter,2018-19,0.59,3.62
Vincent Edwards,2018-19,0.27,3.3
Wade Baldwin IV,2018-19,0.21,4.35
Walt Lemon Jr.,2018-19,1.01,3.98
Wayne Ellington,2018-19,0.81,3.85
Wayne Selden,2018-19,0.62,3.73
Wendell Carter Jr.,2018-19,0.89,3.92
Wes Iwundu,2018-19,0.66,4.15
Wesley Johnson,2018-19,0.51,3.94
Wesley Matthews,2018-19,1.02,3.85
Will Barton,2018-19,0.94,3.86
Willie Cauley-Stein,2018-19,0.98,3.86
Willy Hernangomez,2018-19,0.49,3.94
Wilson Chandler,2018-19,0.8,3.86
Yante Maten,2018-19,0.24,3.92
Yogi Ferrell,2018-19,0.54,3.95
Yuta Watanabe,2018-19,0.43,3.99
Zach Collins,2018-19,0.58,3.91
Zach LaVine,2018-19,1.22,3.99
Zach Lofton,2018-19,0.15,2.94
Zaza Pachulia,2018-19,0.42,3.83
Zhaire Smith,2018-19,0.67,4.09
Zhou Qi,2018-19,0.04,0.0
Aaron Gordon,2019-20,1.08,3.76
Aaron Holiday,2019-20,0.87,3.98
Abdel Nader,2019-20,0.58,4.09
Adam Mokoka,2019-20,0.38,4.06
Admiral Schofield,2019-20,0.38,3.8
Al Horford,2019-20,0.94,3.65
Al-Farouq Aminu,2019-20,0.72,3.93
Alec Burks,2019-20,0.91,3.89
Alen Smailagic,2019-20,0.37,4.16
Alex Caruso,2019-20,0.67,4.03
Alex Len,2019-20,0.6,3.85
Alfonzo McKinnie,2019-20,0.54,4.24
Alize Johnson,2019-20,0.25,4.36
Allen Crabbe,2019-20,0.61,3.88
Allonzo Trier,2019-20,0.43,3.85
Amile Jefferson,2019-20,0.14,4.0
Amir Coffey,2019-20,0.3,3.67
Andre Drummond,2019-20,1.06,3.74
Andre Iguodala,2019-20,0.72,3.97
Andre Roberson,2019-20,0.49,4.47
Andrew Wiggins,2019-20,1.12,3.61
