PLAYER_NAME,Season,REB_CONTEST_PCT,AVG_REB_DIST
Andrew Wiggins,2019-20,0.321,6.8
Anfernee Simons,2019-20,0.191,9.0
Ante Zizic,2019-20,0.5,4.6
Anthony Davis,2019-20,0.423,5.4
Anthony Tolliver,2019-20,0.331,6.0
Antonius Cleveland,2019-20,0.143,7.8
Anzejs Pasecniks,2019-20,0.523,4.8
Aron Baynes,2019-20,0.406,5.4
Austin Rivers,2019-20,0.223,9.1
Avery Bradley,2019-20,0.191,7.9
BJ Johnson,2019-20,0.333,7.1
Bam Adebayo,2019-20,0.354,5.9
Ben McLemore,2019-20,0.191,8.1
Ben Simmons,2019-20,0.243,7.7
Bismack Biyombo,2019-20,0.507,4.8
Blake Griffin,2019-20,0.395,6.4
Boban Marjanovic,2019-20,0.513,3.8
Bobby Portis,2019-20,0.355,5.5
Bogdan Bogdanovic,2019-20,0.286,7.6
Bojan Bogdanovic,2019-20,0.208,8.2
Bol Bol,2019-20,0.474,3.5
Brad Wanamaker,2019-20,0.146,9.3
Bradley Beal,2019-20,0.26,9.2
Brandon Clarke,2019-20,0.383,5.6
Brandon Goodwin,2019-20,0.236,8.2
Brandon Ingram,2019-20,0.325,6.0
Brandon Knight,2019-20,0.122,8.2
Brian Bowen II,2019-20,0.143,3.1
Brook Lopez,2019-20,0.419,6.4
Bruce Brown,2019-20,0.265,6.7
Bruno Caboclo,2019-20,0.417,5.3
Bruno Fernando,2019-20,0.444,4.4
Bryn Forbes,2019-20,0.114,11.6
Buddy Hield,2019-20,0.183,8.2
CJ McCollum,2019-20,0.198,9.2
CJ Miles,2019-20,0.333,6.9
Caleb Martin,2019-20,0.342,7.7
Caleb Swanigan,2019-20,0.531,4.4
Cam Reddish,2019-20,0.19,9.0
Cameron Johnson,2019-20,0.279,8.0
Cameron Payne,2019-20,0.161,8.7
Caris LeVert,2019-20,0.28,7.3
Carmelo Anthony,2019-20,0.337,6.2
Carsen Edwards,2019-20,0.17,7.5
Cedi Osman,2019-20,0.216,7.6
Chandler Hutchison,2019-20,0.269,6.2
Chandler Parsons,2019-20,0.143,5.9
Charlie Brown Jr.,2019-20,0.25,7.3
Chasson Randle,2019-20,0.0,7.2
Cheick Diallo,2019-20,0.427,4.6
Chimezie Metu,2019-20,0.485,4.7
Chris Boucher,2019-20,0.487,4.3
Chris Chiozza,2019-20,0.113,10.9
Chris Clemons,2019-20,0.167,7.7
Chris Paul,2019-20,0.14,8.2
Chris Silva,2019-20,0.5,4.5
Christian Wood,2019-20,0.419,5.0
Clint Capela,2019-20,0.48,5.2
Coby White,2019-20,0.178,8.0
Cody Martin,2019-20,0.253,7.8
Cody Zeller,2019-20,0.496,4.6
Collin Sexton,2019-20,0.211,10.7
Corey Brewer,2019-20,0.125,9.8
Cory Joseph,2019-20,0.189,9.6
Courtney Lee,2019-20,0.097,10.7
Cristiano Felicio,2019-20,0.5,5.4
D'Angelo Russell,2019-20,0.136,8.1
D.J. Augustin,2019-20,0.164,11.7
D.J. Wilson,2019-20,0.272,5.6
DaQuan Jeffries,2019-20,0.389,9.0
Damian Jones,2019-20,0.471,5.0
Damian Lillard,2019-20,0.186,8.8
Damion Lee,2019-20,0.201,7.8
Damyean Dotson,2019-20,0.099,7.3
Daniel Gafford,2019-20,0.519,4.0
Daniel Theis,2019-20,0.399,5.1
Danilo Gallinari,2019-20,0.205,6.3
Danny Green,2019-20,0.262,7.3
Dante Exum,2019-20,0.149,8.4
Danuel House Jr.,2019-20,0.217,8.0
Dario Saric,2019-20,0.378,4.9
Darius Bazley,2019-20,0.305,5.8
Darius Garland,2019-20,0.162,11.3
Daryl Macon,2019-20,0.0,0.0
David Nwaba,2019-20,0.244,7.0
Davis Bertans,2019-20,0.286,7.2
De'Aaron Fox,2019-20,0.198,9.4
De'Andre Hunter,2019-20,0.332,7.0
De'Anthony Melton,2019-20,0.245,6.6
DeAndre Jordan,2019-20,0.371,4.8
DeAndre' Bembry,2019-20,0.289,7.6
DeMar DeRozan,2019-20,0.187,7.9
DeMarre Carroll,2019-20,0.291,6.7
Dean Wade,2019-20,0.368,4.2
Deandre Ayton,2019-20,0.447,4.7
Dejounte Murray,2019-20,0.202,6.3
Delon Wright,2019-20,0.256,8.0
Dennis Schroder,2019-20,0.102,10.6
Dennis Smith Jr.,2019-20,0.269,8.5
Denzel Valentine,2019-20,0.162,9.0
Deonte Burton,2019-20,0.298,7.7
Derrick Favors,2019-20,0.503,4.3
Derrick Jones Jr.,2019-20,0.396,7.1
Derrick Rose,2019-20,0.14,11.0
Derrick Walton Jr.,2019-20,0.125,9.7
Derrick White,2019-20,0.261,9.2
Devin Booker,2019-20,0.135,8.5
Devon Hall,2019-20,0.286,6.8
Devontae Cacok,2019-20,0.4,3.5
Devonte' Graham,2019-20,0.215,10.0
Dewan Hernandez,2019-20,0.429,5.1
Dewayne Dedmon,2019-20,0.45,4.5
Dillon Brooks,2019-20,0.272,9.9
Dion Waiters,2019-20,0.167,9.7
Domantas Sabonis,2019-20,0.398,3.9
Donovan Mitchell,2019-20,0.247,8.8
Donta Hall,2019-20,0.342,5.1
Donte DiVincenzo,2019-20,0.273,6.6
Dorian Finney-Smith,2019-20,0.395,6.8
Doug McDermott,2019-20,0.27,6.1
Dragan Bender,2019-20,0.423,4.6
Draymond Green,2019-20,0.372,6.0
Drew Eubanks,2019-20,0.376,5.2
Duncan Robinson,2019-20,0.159,8.3
Dusty Hannahs,2019-20,0.0,3.0
Dwayne Bacon,2019-20,0.23,6.4
Dwight Howard,2019-20,0.42,4.1
Dwight Powell,2019-20,0.378,6.4
Dzanan Musa,2019-20,0.233,7.6
E'Twaun Moore,2019-20,0.244,9.3
Ed Davis,2019-20,0.39,5.0
Edmond Sumner,2019-20,0.239,10.6
Elfrid Payton,2019-20,0.212,8.3
Elie Okobo,2019-20,0.213,9.2
Emmanuel Mudiay,2019-20,0.135,8.9
Enes Freedom,2019-20,0.499,4.0
Eric Bledsoe,2019-20,0.237,8.5
Eric Gordon,2019-20,0.183,12.5
Eric Mika,2019-20,0.429,4.1
Eric Paschall,2019-20,0.364,7.1
Ersan Ilyasova,2019-20,0.368,5.0
Evan Fournier,2019-20,0.187,10.3
Evan Turner,2019-20,0.289,8.1
Frank Jackson,2019-20,0.21,8.9
Frank Kaminsky,2019-20,0.479,4.6
Frank Mason III,2019-20,0.316,9.4
Frank Ntilikina,2019-20,0.223,10.8
Fred VanVleet,2019-20,0.163,10.1
Furkan Korkmaz,2019-20,0.167,9.3
Gabe Vincent,2019-20,0.2,8.5
Garrett Temple,2019-20,0.183,9.2
Garrison Mathews,2019-20,0.292,9.0
Gary Clark,2019-20,0.318,7.3
Gary Harris,2019-20,0.239,10.3
Gary Payton II,2019-20,0.375,5.3
Gary Trent Jr.,2019-20,0.135,9.8
George Hill,2019-20,0.287,8.4
Georges Niang,2019-20,0.252,7.6
Giannis Antetokounmpo,2019-20,0.311,4.9
Glenn Robinson III,2019-20,0.278,8.2
Goga Bitadze,2019-20,0.406,4.3
Goran Dragic,2019-20,0.169,9.5
Gordon Hayward,2019-20,0.224,7.3
Gorgui Dieng,2019-20,0.356,5.5
Grant Williams,2019-20,0.461,6.0
Grayson Allen,2019-20,0.141,9.8
Hamidou Diallo,2019-20,0.305,5.7
Harrison Barnes,2019-20,0.269,7.1
Harry Giles III,2019-20,0.373,5.2
Hassan Whiteside,2019-20,0.486,4.0
Henry Ellenson,2019-20,0.333,4.0
Ian Mahinmi,2019-20,0.427,5.4
Ignas Brazdeikis,2019-20,0.2,8.8
Iman Shumpert,2019-20,0.176,9.5
Isaac Bonga,2019-20,0.356,6.9
Isaiah Hartenstein,2019-20,0.444,5.1
Isaiah Roby,2019-20,0.5,1.9
Isaiah Thomas,2019-20,0.132,10.9
Ish Smith,2019-20,0.169,9.0
Ivica Zubac,2019-20,0.501,4.0
J.J. Barea,2019-20,0.057,11.8
J.P. Macura,2019-20,0.0,0.0
JJ Redick,2019-20,0.113,9.1
JR Smith,2019-20,0.2,7.3
Ja Morant,2019-20,0.212,8.3
JaKarr Sampson,2019-20,0.432,5.5
JaMychal Green,2019-20,0.335,5.2
JaVale McGee,2019-20,0.446,4.4
Jabari Parker,2019-20,0.36,5.8
Jacob Evans,2019-20,0.39,8.0
Jae Crowder,2019-20,0.217,6.9
Jahlil Okafor,2019-20,0.528,4.9
Jake Layman,2019-20,0.298,8.7
Jakob Poeltl,2019-20,0.533,4.5
Jalen Brunson,2019-20,0.226,8.7
Jalen Lecque,2019-20,1.0,4.2
Jalen McDaniels,2019-20,0.277,5.5
Jamal Crawford,2019-20,0.0,0.0
Jamal Murray,2019-20,0.225,8.9
James Ennis III,2019-20,0.278,6.0
James Harden,2019-20,0.262,7.8
James Johnson,2019-20,0.28,6.4
Jared Dudley,2019-20,0.231,7.5
Jared Harper,2019-20,0.0,0.0
Jaren Jackson Jr.,2019-20,0.466,6.5
Jarred Vanderbilt,2019-20,0.333,5.2
Jarrell Brantley,2019-20,0.3,5.9
Jarrett Allen,2019-20,0.447,4.6
Jarrett Culver,2019-20,0.297,8.4
Jarrod Uthoff,2019-20,0.167,4.5
Javonte Green,2019-20,0.398,6.4
Jaxson Hayes,2019-20,0.514,5.0
Jaylen Brown,2019-20,0.266,6.8
Jaylen Hoard,2019-20,0.438,5.9
Jaylen Nowell,2019-20,0.231,10.4
Jayson Tatum,2019-20,0.224,6.7
Jeff Green,2019-20,0.308,8.2
Jeff Teague,2019-20,0.148,10.3
Jerami Grant,2019-20,0.387,6.5
Jeremiah Martin,2019-20,0.1,13.7
Jeremy Lamb,2019-20,0.23,6.3
Jeremy Pargo,2019-20,0.0,10.5
Jerian Grant,2019-20,0.0,10.4
Jerome Robinson,2019-20,0.116,7.7
Jevon Carter,2019-20,0.169,10.3
Jimmy Butler,2019-20,0.313,7.3
Joakim Noah,2019-20,0.375,4.7
Joe Chealey,2019-20,0.0,0.0
Joe Harris,2019-20,0.238,8.6
Joe Ingles,2019-20,0.173,8.4
Joel Embiid,2019-20,0.371,4.6
John Collins,2019-20,0.404,4.9
John Henson,2019-20,0.451,4.8
John Konchar,2019-20,0.383,6.8
Johnathan Motley,2019-20,0.2,3.6
Johnathan Williams,2019-20,0.422,4.9
Jonah Bolden,2019-20,0.889,4.0
Jonas Valanciunas,2019-20,0.452,4.1
Jonathan Isaac,2019-20,0.407,5.1
Jordan Bell,2019-20,0.432,5.0
Jordan Bone,2019-20,0.0,11.3
Jordan Clarkson,2019-20,0.246,8.7
Jordan McLaughlin,2019-20,0.286,11.1
Jordan McRae,2019-20,0.21,8.3
Jordan Poole,2019-20,0.127,9.5
Josh Gray,2019-20,0.0,7.1
Josh Hart,2019-20,0.287,6.4
Josh Jackson,2019-20,0.288,6.4
Josh Magette,2019-20,0.167,7.0
Josh Okogie,2019-20,0.358,7.9
Josh Reaves,2019-20,0.667,5.2
Josh Richardson,2019-20,0.27,9.7
Jrue Holiday,2019-20,0.251,8.7
Juan Toscano-Anderson,2019-20,0.288,5.8
Juancho Hernangomez,2019-20,0.335,5.0
Julius Randle,2019-20,0.347,5.4
Justin Anderson,2019-20,0.238,7.1
Justin Holiday,2019-20,0.248,8.2
Justin Jackson,2019-20,0.289,7.0
Justin James,2019-20,0.281,5.7
Justin Patton,2019-20,0.8,5.1
Justin Robinson,2019-20,0.0,13.9
Justin Wright-Foreman,2019-20,0.2,12.5
Justise Winslow,2019-20,0.301,6.6
Jusuf Nurkic,2019-20,0.463,3.8
Juwan Morgan,2019-20,0.586,6.0
KZ Okpala,2019-20,0.4,4.7
Kadeem Allen,2019-20,0.111,10.0
Karl-Anthony Towns,2019-20,0.476,4.9
Kawhi Leonard,2019-20,0.281,6.9
Keita Bates-Diop,2019-20,0.331,6.9
Kelan Martin,2019-20,0.198,7.2
Keldon Johnson,2019-20,0.316,7.5
Kelly Olynyk,2019-20,0.291,5.4
Kelly Oubre Jr.,2019-20,0.252,6.1
Kemba Walker,2019-20,0.263,8.2
Kendrick Nunn,2019-20,0.222,8.2
Kenrich Williams,2019-20,0.323,6.1
Kent Bazemore,2019-20,0.222,7.1
Kentavious Caldwell-Pope,2019-20,0.268,9.7
Kevin Hervey,2019-20,0.25,9.1
Kevin Huerter,2019-20,0.18,8.1
Kevin Knox II,2019-20,0.158,7.1
Kevin Love,2019-20,0.336,4.5
Kevin Porter Jr.,2019-20,0.29,7.2
Kevon Looney,2019-20,0.53,5.4
Khem Birch,2019-20,0.468,5.7
Khris Middleton,2019-20,0.19,7.5
Khyri Thomas,2019-20,0.0,23.7
Kostas Antetokounmpo,2019-20,0.333,4.7
Kris Dunn,2019-20,0.21,7.3
Kristaps Porzingis,2019-20,0.367,5.2
Ky Bowman,2019-20,0.182,9.8
Kyle Alexander,2019-20,0.333,3.4
Kyle Anderson,2019-20,0.284,7.2
Kyle Guy,2019-20,1.0,2.7
Kyle Korver,2019-20,0.179,8.9
Kyle Kuzma,2019-20,0.293,7.0
Kyle Lowry,2019-20,0.202,8.4
Kyle O'Quinn,2019-20,0.397,5.3
Kyrie Irving,2019-20,0.165,9.0
LaMarcus Aldridge,2019-20,0.379,6.3
Lance Thomas,2019-20,0.231,8.2
Landry Shamet,2019-20,0.18,9.7
Langston Galloway,2019-20,0.155,11.7
Larry Nance Jr.,2019-20,0.413,4.9
Lauri Markkanen,2019-20,0.335,5.5
LeBron James,2019-20,0.251,6.9
Lonnie Walker IV,2019-20,0.162,7.3
Lonzo Ball,2019-20,0.234,7.4
Lou Williams,2019-20,0.194,10.0
Louis King,2019-20,0.4,6.0
Luc Mbah a Moute,2019-20,0.5,6.0
Luguentz Dort,2019-20,0.346,9.8
Luka Doncic,2019-20,0.215,5.9
Luka Samanic,2019-20,0.2,7.0
Luke Kennard,2019-20,0.122,8.5
Luke Kornet,2019-20,0.464,5.1
Malcolm Brogdon,2019-20,0.26,9.1
Malcolm Miller,2019-20,0.375,6.5
Malik Beasley,2019-20,0.209,8.4
Malik Monk,2019-20,0.145,7.4
Malik Newman,2019-20,0.0,0.0
Marc Gasol,2019-20,0.264,5.8
Marco Belinelli,2019-20,0.113,8.0
Marcus Morris Sr.,2019-20,0.267,7.5
Marcus Smart,2019-20,0.324,9.0
Marial Shayok,2019-20,0.571,13.0
Mario Hezonja,2019-20,0.234,6.7
Markelle Fultz,2019-20,0.273,7.7
Markieff Morris,2019-20,0.284,6.7
Marko Guduric,2019-20,0.274,9.1
Marques Bolden,2019-20,1.0,3.1
Marquese Chriss,2019-20,0.468,4.9
Marvin Bagley III,2019-20,0.412,4.6
Marvin Williams,2019-20,0.282,6.8
Mason Plumlee,2019-20,0.438,4.6
Matisse Thybulle,2019-20,0.234,10.5
Matt Mooney,2019-20,0.333,4.7
Matt Thomas,2019-20,0.217,10.0
Matthew Dellavedova,2019-20,0.187,10.9
Maurice Harkless,2019-20,0.283,6.8
Max Strus,2019-20,1.0,4.8
Maxi Kleber,2019-20,0.468,6.0
Melvin Frazier Jr.,2019-20,0.3,8.2
Meyers Leonard,2019-20,0.269,5.3
Mfiondu Kabengele,2019-20,0.182,4.3
Michael Carter-Williams,2019-20,0.272,7.9
Michael Frazier II,2019-20,0.1,8.7
Michael Kidd-Gilchrist,2019-20,0.388,6.2
Michael Porter Jr.,2019-20,0.363,4.7
Mikal Bridges,2019-20,0.33,8.1
Mike Conley,2019-20,0.179,10.4
Mike Muscala,2019-20,0.389,5.8
Mike Scott,2019-20,0.375,6.7
Miles Bridges,2019-20,0.297,6.7
Mitchell Robinson,2019-20,0.584,5.3
Miye Oni,2019-20,0.294,7.4
Mo Bamba,2019-20,0.46,3.6
Monte Morris,2019-20,0.161,12.0
Montrezl Harrell,2019-20,0.494,5.2
Moritz Wagner,2019-20,0.447,4.7
Moses Brown,2019-20,0.429,3.5
Mychal Mulder,2019-20,0.174,9.4
Myles Turner,2019-20,0.381,5.0
Nassir Little,2019-20,0.398,5.9
Naz Mitrou-Long,2019-20,0.429,8.7
Naz Reid,2019-20,0.444,4.3
Nemanja Bjelica,2019-20,0.417,5.2
Nerlens Noel,2019-20,0.447,5.6
Nic Claxton,2019-20,0.568,4.2
Nickeil Alexander-Walker,2019-20,0.179,6.2
Nicolas Batum,2019-20,0.319,7.1
Nicolo Melli,2019-20,0.392,6.0
Nigel Williams-Goss,2019-20,0.5,9.9
Nikola Jokic,2019-20,0.444,4.6
Nikola Vucevic,2019-20,0.409,4.4
Noah Vonleh,2019-20,0.395,4.1
Norman Powell,2019-20,0.234,8.2
Norvel Pelle,2019-20,0.597,4.0
OG Anunoby,2019-20,0.315,6.5
Omari Spellman,2019-20,0.429,6.2
Oshae Brissett,2019-20,0.423,7.6
Otto Porter Jr.,2019-20,0.292,8.9
P.J. Dozier,2019-20,0.309,8.7
P.J. Tucker,2019-20,0.349,7.0
P.J. Washington,2019-20,0.386,6.0
Pascal Siakam,2019-20,0.288,6.3
Pat Connaughton,2019-20,0.305,6.0
Patrick Beverley,2019-20,0.162,8.4
Patrick McCaw,2019-20,0.298,9.2
Patrick Patterson,2019-20,0.258,6.8
Patty Mills,2019-20,0.107,14.2
Paul George,2019-20,0.239,6.7
Paul Millsap,2019-20,0.375,5.8
Paul Watson,2019-20,0.471,9.1
Quinn Cook,2019-20,0.157,13.1
Quinndary Weatherspoon,2019-20,0.429,7.3
RJ Barrett,2019-20,0.226,6.8
Rajon Rondo,2019-20,0.134,9.2
Raul Neto,2019-20,0.148,10.5
Rayjon Tucker,2019-20,0.05,6.5
Reggie Bullock,2019-20,0.206,9.3
Reggie Jackson,2019-20,0.163,8.6
Richaun Holmes,2019-20,0.513,4.5
Ricky Rubio,2019-20,0.146,9.0
Robert Covington,2019-20,0.315,6.2
Robert Williams III,2019-20,0.508,6.3
Robin Lopez,2019-20,0.522,5.6
Rodions Kurucs,2019-20,0.277,6.1
Rodney Hood,2019-20,0.25,8.6
Rodney McGruder,2019-20,0.278,7.4
Romeo Langford,2019-20,0.512,7.6
Rondae Hollis-Jefferson,2019-20,0.436,5.4
Royce O'Neale,2019-20,0.229,6.3
Rudy Gay,2019-20,0.298,5.7
Rudy Gobert,2019-20,0.359,4.0
Rui Hachimura,2019-20,0.32,5.7
Russell Westbrook,2019-20,0.286,7.6
Ryan Anderson,2019-20,0.0,3.3
Ryan Arcidiacono,2019-20,0.1,9.5
Ryan Broekhoff,2019-20,0.31,5.9
Sekou Doumbouya,2019-20,0.22,6.0
Semi Ojeleye,2019-20,0.31,9.5
Serge Ibaka,2019-20,0.423,4.6
Seth Curry,2019-20,0.119,11.0
Shabazz Napier,2019-20,0.165,8.8
Shai Gilgeous-Alexander,2019-20,0.238,7.4
Shake Milton,2019-20,0.227,8.2
Shamorie Ponds,2019-20,0.0,7.3
Shaquille Harrison,2019-20,0.244,9.2
Sindarius Thornwell,2019-20,0.5,7.3
Skal Labissiere,2019-20,0.42,4.7
Solomon Hill,2019-20,0.285,7.1
Spencer Dinwiddie,2019-20,0.213,9.3
Stanley Johnson,2019-20,0.243,8.2
Stanton Kidd,2019-20,0.0,2.2
Stephen Curry,2019-20,0.308,9.2
Sterling Brown,2019-20,0.202,6.1
Steven Adams,2019-20,0.535,4.8
Svi Mykhailiuk,2019-20,0.155,11.5
T.J. Leaf,2019-20,0.366,5.0
T.J. McConnell,2019-20,0.132,9.6
T.J. Warren,2019-20,0.343,7.8
Tacko Fall,2019-20,0.4,4.2
Taj Gibson,2019-20,0.487,5.9
Talen Horton-Tucker,2019-20,0.286,8.1
Tariq Owens,2019-20,0.0,6.3
Taurean Prince,2019-20,0.26,6.5
Terance Mann,2019-20,0.2,6.5
Terence Davis,2019-20,0.222,8.1
Terrance Ferguson,2019-20,0.216,8.9
Terrence Ross,2019-20,0.162,8.0
Terry Rozier,2019-20,0.196,9.1
Thabo Sefolosha,2019-20,0.215,6.7
Thaddeus Young,2019-20,0.359,6.7
Thanasis Antetokounmpo,2019-20,0.417,7.7
Theo Pinson,2019-20,0.259,7.9
Thomas Bryant,2019-20,0.405,5.6
Thon Maker,2019-20,0.335,6.2
Tim Frazier,2019-20,0.152,9.0
Tim Hardaway Jr.,2019-20,0.186,8.4
Timothe Luwawu-Cabarrot,2019-20,0.283,8.4
Tobias Harris,2019-20,0.297,5.4
Tomas Satoransky,2019-20,0.252,8.7
Tony Bradley,2019-20,0.464,4.3
Tony Snell,2019-20,0.255,9.1
Torrey Craig,2019-20,0.323,6.5
Trae Young,2019-20,0.165,9.5
Tremont Waters,2019-20,0.25,11.7
Treveon Graham,2019-20,0.393,6.2
Trevor Ariza,2019-20,0.223,7.4
Trey Burke,2019-20,0.08,11.9
Trey Lyles,2019-20,0.285,5.1
Tristan Thompson,2019-20,0.447,5.5
Troy Brown Jr.,2019-20,0.303,6.6
Troy Daniels,2019-20,0.173,7.4
Ty Jerome,2019-20,0.348,8.7
Tyler Cook,2019-20,0.357,4.0
Tyler Herro,2019-20,0.165,6.6
Tyler Johnson,2019-20,0.187,9.1
Tyler Zeller,2019-20,0.5,2.1
Tyrone Wallace,2019-20,0.364,9.6
Tyson Chandler,2019-20,0.455,5.7
Tyus Jones,2019-20,0.087,9.4
Udonis Haslem,2019-20,0.313,3.6
Vic Law,2019-20,0.091,4.1
Victor Oladipo,2019-20,0.307,8.0
Vince Carter,2019-20,0.306,7.3
Vincent Poirier,2019-20,0.465,4.6
Vlatko Cancar,2019-20,0.9,5.5
Wayne Ellington,2019-20,0.154,10.1
Wendell Carter Jr.,2019-20,0.536,4.5
Wenyen Gabriel,2019-20,0.44,6.2
Wes Iwundu,2019-20,0.305,5.8
Wesley Matthews,2019-20,0.2,9.1
Will Barton,2019-20,0.268,6.0
William Howard,2019-20,0.0,3.9
Willie Cauley-Stein,2019-20,0.432,5.6
Willy Hernangomez,2019-20,0.466,4.7
Wilson Chandler,2019-20,0.317,4.9
Yogi Ferrell,2019-20,0.122,9.2
Yuta Watanabe,2019-20,0.5,8.1
Zach Collins,2019-20,0.478,4.9
Zach LaVine,2019-20,0.152,7.5
Zach Norvell Jr.,2019-20,0.333,12.8
Zhaire Smith,2019-20,0.0,16.3
Zion Williamson,2019-20,0.479,6.6
Zylan Cheatham,2019-20,0.333,6.3
Aaron Gordon,2020-21,0.377,6.5
Aaron Holiday,2020-21,0.101,10.1
Aaron Nesmith,2020-21,0.362,6.7
Abdel Nader,2020-21,0.21,6.0
Adam Mokoka,2020-21,0.4,9.1
Al Horford,2020-21,0.372,6.0
Al-Farouq Aminu,2020-21,0.3,6.9
Alec Burks,2020-21,0.22,7.9
Alekesej Pokusevski,2020-21,0.222,5.5
Alen Smailagic,2020-21,0.563,3.6
Alex Caruso,2020-21,0.2,9.1
Alex Len,2020-21,0.45,5.0
Alfonzo McKinnie,2020-21,0.481,4.4
Alize Johnson,2020-21,0.378,5.1
Amida Brimah,2020-21,0.5,3.3
Amir Coffey,2020-21,0.364,10.7
Anderson Varejao,2020-21,0.55,3.3
Andre Drummond,2020-21,0.47,4.2
Andre Iguodala,2020-21,0.29,7.9
Andre Roberson,2020-21,0.2,7.2
Andrew Wiggins,2020-21,0.323,7.0
Anfernee Simons,2020-21,0.179,8.2
Anthony Davis,2020-21,0.357,5.1
Anthony Edwards,2020-21,0.205,7.3
Anthony Gill,2020-21,0.353,6.9
Anthony Lamb,2020-21,0.4,7.3
Anthony Tolliver,2020-21,0.6,5.0
Anzejs Pasecniks,2020-21,0.0,6.4
Armoni Brooks,2020-21,0.162,7.7
Aron Baynes,2020-21,0.421,4.8
Ashton Hagans,2020-21,0.0,0.0
Austin Rivers,2020-21,0.159,9.2
Avery Bradley,2020-21,0.246,8.4
Axel Toupane,2020-21,0.333,6.0
Bam Adebayo,2020-21,0.412,5.8
Ben McLemore,2020-21,0.22,8.7
Ben Simmons,2020-21,0.257,7.4
Bismack Biyombo,2020-21,0.47,5.6
Blake Griffin,2020-21,0.333,5.4
Boban Marjanovic,2020-21,0.484,4.0
Bobby Portis,2020-21,0.414,4.7
